book_id	book_title	number	headword	native_definition_en	japanese_meaning	etymology	example_B_en	example_B_ja	example_C_en	example_C_ja	example_D_en	example_D_ja
dist1	Distinction I	308	more art than science		科学より芸術		Coming up with our sales forecasts for next week is more art than science.	来週の売上予測を立てるのは、科学というより芸術です。	predicting the weather for next month is more art than science.	来月の天気を予測するのは科学というより芸術です。	Not methodical or fully grounded in reason or logic.	系統的ではない、または理性や論理に完全に基づいていない。
dist1	Distinction I	309	bite one/s own tongue		自分の舌を噛む		Fred has to learn to buy this tongue sometimes. It's not all of his opinions are valid.	フレッドは時々この舌を買うことを学ばなければなりません。彼の意見がすべて正しいというわけではありません。	I'm not very good at biting my tongue. As I tend to say whatever I'm thinking at the time.	私は舌を噛むのが苦手です。その時思ったことをそのまま口に出してしまうタイプなので。	Refrain from expressing one's thought.	自分の考えを表明することは控えてください。
dist1	Distinction I	310	under lock and key		ロックとキーの下で		We'll keep your car under lock and key.	あなたの車を施錠して保管いたします。	The company's confidential documents are kept under lock and key.	会社の機密文書は厳重に保管されています。	physically safe.	物理的に安全です。
dist1	Distinction I	311	rough around the edges		端が粗い		You shouldn't download the updated version yet, as right now it's really rough around the edges.	現時点ではかなり荒削りなため、更新バージョンはまだダウンロードしないでください。	The new US president is a bit too rough around the edges.	新しい米国大統領は少々乱暴すぎる。	Unrefined.	洗練されていない。
dist1	Distinction I	312	at the eleventh hour		11時間目に		The booking side is mailing me at the 11th hour to cancel my ticket and pay extra to buy my ticket again. So annoying.	予約側は11時にチケットをキャンセルし、チケットを再度購入するために追加料金を支払うようにメールを送ってきました。とても迷惑です。	I couldn't come to the party because I got the invite at the 11th hour.	11時間目に招待状を受け取ったのでパーティーに参加できませんでした。	At the last moment.	最後の瞬間に。
dist1	Distinction I	313	over the hill		丘を越えて		Today's over 50s are not over the hill yet.	今日の50代以上はまだ峠を越えていません。	That soccer player is over the hill.	あのサッカー選手は丘の向こうにいます。	All them past once prime.	それらはすべて一度のプライムを過ぎています。
dist1	Distinction I	314	settle one/s differences		意見の相違を解決する		Let's set all our differences so that we can move forward.	前に進むために、すべての違いを解消しましょう。	Apple and Samsung have settled their differences over a lot of patent infringement issues.	アップルとサムスンは多くの特許侵害問題をめぐる意見の相違を和解させた。	Resolve one's disagreements.	意見の相違を解決する。
dist1	Distinction I	315	put in the hard yards		硬い庭に置く		It's impossible to become the best golfer in the world overnight. You really have to put in the hard yards at the driving range.	一夜にして世界最高のゴルファーになることは不可能です。ゴルフ練習場では本当に難しいヤードを使わなければなりません。	You can tell that Bruce is put in the hard yards, as he has the answer to everything.	ブルースはすべてに対する答えを持っているため、困難な状況に置かれていることがわかります。	Make a great effort.	大いに努力してください。
dist1	Distinction I	316	time-sensitive		時間に敏感な		The patient's heart surgery is time-sensitive.	患者の心臓手術は一刻を争うものです。	The project is pretty time sensitive, so we should make a start soon.	このプロジェクトは非常に時間に敏感なので、すぐに開始する必要があります。	Urgent.	緊急。
dist1	Distinction I	317	have an eye for identifying sth		人を識別する目がある		Andrew has an eye for identifying employees with potential.	アンドリューは、可能性のある従業員を見極める目を持っています。	I think he has an eye for identifying new business opportunities.	彼は新しいビジネスチャンスを見つける目があると思います。	possess a talent for identifying something.	何かを識別する才能を持っています。
dist1	Distinction I	318	play out of one/s skin		肌で遊ぶ		Japan played out of their skins in the World Cup.	日本はワールドカップで全力でプレーした。	I want my employees to play out of their skins to get the best contracts.	私は従業員に最善の契約を獲得するために全力を尽くしてほしいと考えています。	Perform exceptionally well.	非常に優れたパフォーマンスを発揮します。
dist1	Distinction I	319	throw in the towel		タオルを投げ込む		I'm playing a tennis match tomorrow, but if it gets too hot, I'll probably throw in the towel.	明日はテニスの試合をするのですが、あまりに暑くなったらタオルを投げ込むかもしれません。	If you give up on your dreams, what's left? The choice is yours, but if I were you, I would definitely refuse to throw in the towel.	夢を諦めたら何が残る？選択はあなた次第ですが、私があなただったら、絶対にタオルを投げるのを拒否します。	Give up.	あきらめる。
dist1	Distinction I	320	diamond in the rough		ダイヤモンドの原石		We should look at promoting Jenna bit quicker, as she's a diamond in the rough.	ジェナはダイヤモンドの原石であるため、もう少し早く昇進を検討する必要があります。	That player is a diamond in the rough. I think he'll develop into a world class striker in the next few years.	その選手はダイヤモンドの原石です。彼は今後数年でワールドクラスのストライカーに成長すると思う。	Person with potential.	可能性を秘めた人。
dist1	Distinction I	321	take the sting out of sth		刺を抜く		Lucy took the sting out of the bad news by giving everybody donuts.	ルーシーはみんなにドーナツをあげて悪い知らせを和らげました。	We'll take the sting out of the redundancy announcement by telling them some good news as well.	私たちは彼らにいくつかの良いニュースも伝えて、人員削減の発表の不快感を和らげます。	Make something less unpleasant.	不快なものを軽減します。
dist1	Distinction I	322	shoot for the stars		星を狙って撃つ		We should shoot for the stars with this project as we have the resources and funding committed to it.	このプロジェクトにはリソースと資金が投入されているので、このプロジェクトでスターを狙う必要があります。	It's much better to shoot for the stars and fail than it is to never try.	スターを狙って失敗するほうが、何も挑戦しないよりもはるかに良いのです。	Aim high.	目標は高く。
dist1	Distinction I	323	at the end of one/s rope		ワン/秒のロープの端に		I'm at the end of my rope with Brad's mistakes.	ブラッドの間違いでもう限界です。	I'm at the end of my rope with this grad.	私はこの卒業生との関係が限界に来ています。	at the end of one's patience.	忍耐の果てに。
dist1	Distinction I	324	keep sth to oneself		秘密にしておいてください		I think it should keep my ideas to myself as people may steal them.	私のアイデアは他人に盗まれる可能性があるので、自分の中に留めておくべきだと思います。	Brian shouldn't keep his thoughts to himself. He never makes any sense.	ブライアンは自分の考えを内に秘めるべきではありません。彼には決して意味がありません。	Keep something secret.	何かを秘密にしておきます。
dist1	Distinction I	325	weigh on sb/s mind		sb/sの心に重きを置く		The state of the economy in Canada is weighing on Alex's mind.	カナダの経済状況がアレックスの心に重くのしかかっている。	The fact that I have to fly for 14 hours tomorrow is weighing on my mind.	明日は 14 時間飛行機に乗らなければならないという事実が私の心に重くのしかかっています。	Where is somebody?	誰かがどこにいるの？
dist1	Distinction I	326	table sth		テーブル sth		We've run out of time, so let's table it for discussion for next week's meeting.	時間がなくなりましたので、来週の会議の議論に付させていただきます。	Finally, he decided to table the problem.	最後に、彼は問題を提起することに決めました。	Post-pollum something. Suggest something for discussion.	世論調査後の何か。議論のために何かを提案してください。
dist1	Distinction I	327	straight and narrow		真っ直ぐで狭い		My father's word put me back on the straight narrow.	父の言葉で私はまっすぐな道に戻りました。	You don't have to worry too much about tax filings. Our account will help you keep on the straight and narrow.	税務申告についてはあまり心配する必要はありません。私たちのアカウントは、あなたがまっすぐで狭い道を歩み続けるのに役立ちます。	Honest and morally good way of life.	正直で道徳的に良い生き方。
dist1	Distinction I	328	pizzazz		ピザズ		His show is sure to be hot and full of pizazz.	彼のショーはきっと熱くてピザに満ちたものになるだろう。	A silver necklace is the best way to add low key pizzazz.	シルバーのネックレスは、控えめな華やかさを加えるのに最適な方法です。	Vitality or glamour.	活力とか魅力とか。
dist1	Distinction I	329	strike while the iron/s hot		鉄は熱いうちに打ってください		Strike while the iron tight. This is a once in a lifetime opportunity.	アイロンはしっかりと締めながら打ってください。これは一生に一度のチャンスです。	I finally got motivation to study English, but I've got to strike while the iron is hot.	ようやく英語の勉強にやる気が出てきたが、鉄は熱いうちに打たないといけない。	Act on an opportunity promptly while it is still available.	機会がまだ利用可能なうちに、速やかに行動します。
dist1	Distinction I	330	talk shop		トークショップ		Sorry to touch up while we're having lunch.	ランチ中に連絡してごめんなさい。	I hate talking shop on the weekend.	私は週末に店を話すのが嫌いです。	Talk about work.	仕事について話します。
dist1	Distinction I	331	right under somebody/s nose		誰かの鼻のすぐ下に		What are you doing? Try to under your nose.	何してるの？鼻の下を試してみてください。	I've been looking all over from my mobile and it was right under my nose.	携帯電話でずっと探していたら、それは私の目の前にありました。	Ride in front of somebody.	誰かの前に乗る。
dist1	Distinction I	332	go Dutch		オランダ語に行きます		I don't think I should go Dutch on a first day.	初日からオランダ語に行くべきではないと思います。	How can I offer to go Dutch on a date without making things awkward?	気まずい雰囲気にさせずに、オランダ語でのデートを申し出るにはどうすればよいでしょうか?	Split the pill.	錠剤を分割します。
dist1	Distinction I	333	long shot		ロングショット		I thought it was a long shot, but I still threw my hat in the ring.	長いチャンスだと思ったが、それでも帽子をリングに投げ込んだ。	Total de-nuclearization of North Korea may be a long shot.	北朝鮮の完全な非核化は遠い目標かもしれない。	Something that is unlikely to succeed.	成功する可能性が低いもの。
dist1	Distinction I	334	the powers that be		ある力		The powers that be a YouTube have decided to delete a number of inappropriate videos.	YouTube の権力者は、多数の不適切なビデオを削除することを決定しました。	The powers that B have decided to fix up the migration rules and regulations.	B が移民の規則や規制を定めることを決定した権限。	the authorities.	当局。
dist1	Distinction I	335	keep sb up at night		夜も起きていてください		The state of the European economy keeps me up at night.	ヨーロッパ経済の状況で夜も眠れません。	I want to understand what keeps you up and night so that I can help you.	あなたをサポートできるように、何があなたを眠れなくさせているのかを理解したいと思っています。	Deeply concern somebody.	誰かを深く心配しています。
dist1	Distinction I	336	like two peas in a pod		さやに入った2つのエンドウ豆のように		My brother and I are like two peas in a pod.	兄と私は、さやの中のエンドウ豆のようなものです。	Those kids are like two peas in a pod. They always think the same way.	それらの子供たちは、サヤの中のエンドウ豆 2 個のようなものです。彼らはいつも同じように考えています。	Very alike.	とても似ています。
dist1	Distinction I	337	razor thin		かみそりのように薄い		Baseball is a sport with a razor thin margin for air.	野球は空気の余裕が非常に薄いスポーツです。	Prophets this year will be razor thin.	今年の預言者は、カミソリのように痩せるだろう。	Very small or slim.	非常に小さい、またはスリムです。
dist1	Distinction I	338	punchy		パンチの効いた		The President's speech was punchy and humorous.	大統領のスピーチはパンチがあり、ユーモアもあった。	I'm gonna make my speech short and punchy as I don't have a lot of time.	時間があまりないので、スピーチを短くパンチのあるものにします。	concise and impactful.	簡潔でインパクトのあるもの。
dist1	Distinction I	339	lax		緩い		Security around the stadium is pretty lags.	スタジアム周辺の警備はかなり遅れています。	I've been pretty lacked with my exercise recently. I've only been going to the gym once a week.	最近かなり運動不足です。私は週に一度しかジムに行っていません。	Relaxed.	リラックスした。
dist1	Distinction I	340	show face		顔を見せる		I'm gonna visit the Cliner round forish just to show face.	顔を見せるためだけにクライナー・ラウンド・フォーリッシュを訪れるつもりだ。	It seems the manager just turned up to show face, as he didn't actually do any work when he was here.	マネージャーはここにいる間は実際には何も仕事をしていなかったので、ただ顔を見せるために現れただけのようです。	Make an appearance.	姿を現す。
dist1	Distinction I	341	firing on all cyclinders		すべてのシリンダーで点火		The team's finally firing on all cylinders after a few months of playing together.	数か月間一緒にプレーした後、チームはついにすべてのシリンダーに点火しました。	The construction project is now firing on all cylinders and should be on track to be completed on schedule.	建設プロジェクトは現在、すべてのシリンダーで点火されており、予定通りに完了する予定です。	Operating at a peak level.	ピークレベルで動作しています。
dist1	Distinction I	342	ignorance is bliss		無知は至福だ		He doesn't know how much his wife is spending on expensive shoes and purse is using his card. Ignorance is bliss.	彼は妻が高価な靴にいくら使っているのか、財布が彼のカードを使っているのかを知りません。無知は至福です。	Don't tell him sand it doesn't exist. I think ignorance is bliss.	砂なんて存在しないなんて言わないでね。無知は至福だと思います。	Not knowing is more beneficial.	知らないほうが有益です。
dist1	Distinction I	343	steady the ship		船を安定させる		The addition of Michael as our new CFR will significantly help us study the ship.	新しい CFR として Michael を追加したことは、船の研究に非常に役立ちます。	The coach has brought experienced players back to the team to help study the ship.	コーチは船の研究を助けるために経験豊富な選手をチームに戻しました。	Stabilize our calmness situation.	私たちの穏やかな状況を安定させます。
dist1	Distinction I	344	collecting dust		ほこりを集める		The fidget spinner I bought last year is collecting dust.	去年買ったハンドスピナーに埃がかぶっています。	Those textbooks that I use during university are collecting dust.	大学時代に使っていた教科書は埃をかぶっています。	Unused for a long period of time.	長期間未使用です。
dist1	Distinction I	345	be of two minds		両思いになる		I'm of two minds about buying this house.	この家を購入するかどうか迷っています。	Here's a few minds about the design of new products.	ここでは、新製品のデザインに関するいくつかの注意点を紹介します。	Undecided.	未定。
dist1	Distinction I	346	gas guzzler		ガスガズラー		My car is a real cask-usler.	私の車は本物のカスク・ウスラーです。	Because I care about the environment, I would never buy a car that took gas gillsler.	私は環境を気にしているので、ガソリンをギルスラーで消費する車は決して買いません。	Car that uses a lot of fuel.	燃料を多く使う車。
dist1	Distinction I	347	so on and so forth		などなど		2, 4, 6, 8, so on and so forth.	2、4、6、8、など。	Jazz pop rock blues, so on and so forth.	ジャズ・ポップ・ロック・ブルースなど。	etc.	等
dist1	Distinction I	348	bread and butter		パンとバター		A healthy banking sector is the bread and butter of a strong economy.	健全な銀行セクターは、強い経済の糧です。	While I play music on the weekends, my bread and butter is selling insurance.	週末に音楽を演奏する一方で、私の生計は保険の販売です。	A central element, main source of income.	中心的な要素、主な収入源。
dist1	Distinction I	349	straw that broke the camel/s back		ラクダの背中を折ったわら		The internet provider has left me with no internet per nearly a week. This is the straw that broke the camel's back.	インターネットプロバイダーのせいで、ほぼ 1 週間に一度インターネットに接続できなくなりました。これはラクダの背中を折ったわらです。	The straw that broke the chemicals back in my last relationship is now something that I don't care at all about, with my new significant other.	前回の恋愛で化学物質を分解したストローは、今では新しい恋人にとってはまったく気にならないものになっています。	The event or occurrence that finally leads to failure or collapse.	最終的に失敗または崩壊につながる出来事または出来事。
dist1	Distinction I	350	nag sb		ナグsb		My mom keeps nagging me.	母はいつも私に小言を言います。	Parents should stop nagging their kids.	親は子供に小言を言うのをやめるべきです。	Criticizers are complain often in an annoying way.	批評家は迷惑な方法で文句を言うことがよくあります。
dist1	Distinction I	351	married to the idea		という考えと結婚した		Emily is very married to the idea that she came up with it by herself.	エミリーは、自分で思いついたというアイデアにとても納得しています。	I'm not married to the idea, as I just came up with it off the top of my head.	単に頭から思いついただけなので、私はそのアイデアに夢中ではありません。	Attach to the idea.	アイデアに結び付けます。
dist1	Distinction I	352	make or break sth/sb		sth/sb を作るか壊すか		Some say that Spotify, a relatively new digital music service, can make or break an artist.	比較的新しいデジタル音楽サービスである Spotify がアーティストの成否を左右すると言う人もいます。	The NBA draft is one factor that makes or breaks the team.	NBAのドラフトはチームの成否を分ける要素の1つです。	Be the factor which decides whether something or somebody will succeed or fail.	何かまたは誰かが成功するか失敗するかを決定する要因になります。
dist1	Distinction I	353	trailblazer		先駆者		There are two types of people in the world, traditionalists and trailblazers.	世界には伝統主義者と先駆者という 2 つのタイプの人々がいます。	While some of DOSI was considered to be one of the literary trailblazers for that period.	一方、DOSI の一部は、その時代の文学の先駆者の 1 人であると考えられていました。	Innovator or pioneer.	革新者または先駆者。
dist1	Distinction I	354	take sth as read		sth を既読として取得します		We won't go into too much detail on the financial aspect, as we'll take that part as red.	財務面については、その部分を赤として扱うため、あまり詳しく説明しません。	We'll take the lecture notes as red, so won't go through every bit of them.	講義ノートは赤として扱うので、すべてを確認することはしません。	Assume something has been red.	何かが赤くなったとします。
dist1	Distinction I	355	soften the blow		打撃を和らげる		News of a new manager being hired should soften up low of Rick leaving the company.	新しいマネージャーが雇用されたというニュースは、リックが会社を辞めるという不安を和らげるはずだ。	I think it's important to learn how to soften the blow of breaking bad news.	悪いニュースが伝えられたときの衝撃を和らげる方法を学ぶことが重要だと思います。	reduce the negative impact.	マイナスの影響を軽減します。
dist1	Distinction I	356	put one/s money where one/s mouth is		口のあるところにお金を置きます		If you really want to help the poor, you should put your money where your mouth is.	本当に貧しい人たちを助けたいなら、口を出してお金を出すべきです。	He has put his money where his mouth is. He has made the largest private donation to help the homeless.	彼は口先だけで金を出してしまった。彼はホームレス支援のために個人としては最大規模の寄付を行った。	Behave in a way consistent with one's claims.	自分の主張と一致する方法で行動する。
dist1	Distinction I	357	shell-shocked		衝撃を受けた		When her foster mom initially met her, she was shell shocked.	養母が初めて彼女に会ったとき、彼女はとてもショックを受けました。	When the volcano erupted in an unleashed havoc, people were shell-shocked.	火山が大爆発を起こしたとき、人々は大きな衝撃を受けました。	Stunned to the point of inactivity.	活動不能になるまで唖然とした。
dist1	Distinction I	358	hindsight is 20/20		結果論は20/20です		Hindsight is 2020, but we should have booked a flight much earlier, it's so expensive now.	今思えば 2020 年ですが、航空券をもっと早く予約するべきでした。今では航空券が非常に高くなっています。	hindsight is 2020, but we should have brought umbrellas with us.	今思えば2020年ですが、傘を持っていくべきでした。	It's obvious now.	それはもう明らかです。
dist1	Distinction I	359	show sb the ropes		SBにロープを見せる		Although he's still young, he's learned a lot already. Thanks to having some older heads showing him the ropes.	彼はまだ若いですが、すでに多くのことを学んでいます。何人かの年上の頭が彼にコツを教えてくれたおかげだ。	Since this is your first time to work on this, I'll show you the reps.	これに取り組むのは初めてなので、担当者を紹介します。	Show somebody how to do a particular job or task.	特定の仕事やタスクのやり方を誰かに教えてください。
dist1	Distinction I	360	put two and two together		2つと2つを組み合わせる		I put two and two together and worked out who's getting promoted next month.	2と2を組み合わせて、来月誰が昇進するかを計算しました。	Max worked out who would be trade-in by putting two and two together.	マックスは、2 つと 2 つを組み合わせて、誰が下取りになるかを考え出しました。	to do so.	そうするために。
dist1	Distinction I	361	red herring		レッドニシン		The first question is a red herring, as it doesn't relate to the topic of this discussion.	最初の質問は、この議論のテーマとは関係ないので、赤ニシンです。	The trade deficit problem is a red herring, because trade deficits are the difference between national savings and investment.	貿易赤字は国民の貯蓄と投資の差額であるため、貿易赤字問題は厄介な問題です。	Something that distracts attention from the real issue.	本当の問題から注意をそらす何か。
dist1	Distinction I	362	take stock of sth		sthの在庫を確認する		I need to take stock of the situation for a day or two before I can give you good answer.	良い回答をする前に、1 ～ 2 日状況を把握する必要があります。	Can you send Josh to the factory to take stock of how much damage was done by the storm last night?	昨夜の嵐によってどれだけの被害があったかを調べてもらうために、ジョシュを工場に送ってもらえますか?	Assess something.	何かを評価します。
dist1	Distinction I	363	pull some strings		いくつかの糸を引く		She knows a lot of people in the theater, so she's usually able to pull some strings to get tickets.	彼女は劇場の多くの人々を知っているので、チケットを入手するために通常は糸を引くことができます。	Did you know that there's a secret society that's pulling some strings behind the scenes of the world?	世界の裏で暗躍する秘密結社があることをご存知ですか？	Use personal connections. Control a situation by operating behind the scenes.	個人的なつながりを利用しましょう。舞台裏で操作して状況をコントロールします。
dist1	Distinction I	364	snappy		キビキビした		Dan's a bit snappy today. I think it's because he didn't get enough sleep last night.	今日のダンはちょっと機敏だ。彼は昨夜十分な睡眠をとらなかったからだと思います。	Sorry if I was a bit snappy this morning. I was pretty stressed out by what I was working on.	今朝はちょっとうるさかったらごめんなさい。私は自分が取り組んでいることにかなりストレスを感じていました。	irritable.	イライラする。
dist1	Distinction I	365	call the shots		決定を下す		Since it's your birthday, you call the shots on where we're going.	今日はあなたの誕生日なので、私たちがどこに行くかについてはあなたが決定します。	My girlfriend calls most of the shots in our relationship.	私のガールフレンドは、私たちの関係においてほとんどのことを決めます。	as the power to make decisions.	決定を下す力として。
dist1	Distinction I	366	be-all and end-all		すべてと最終的な		To be all and in all of life should not be to get rich, but to enrich the world.	人生のすべてであり、すべてであることは、金持ちになることではなく、世界を豊かにすることであるべきです。	Afficiency is the BL and End all with this project.	相性はBLであり、このプロジェクトですべてが終わります。	Most important element.	最も重要な要素。
dist1	Distinction I	367	a few sandwiches short of a picnic		サンドイッチをいくつか食べればピクニックまであと少し		He appears to be a few sandwiches short of a picnic.	彼はピクニックまであと数サンドイッチのところにあるようだ。	Look at the people around you and you'll notice that a lot of them are a few sandwiches short of a picnic.	あなたの周りの人たちを見てみると、その多くがサンドイッチを数個食べるだけでピクニックに行けないことに気づくでしょう。	Stupid.	バカ。
dist1	Distinction I	368	on cloud nine		クラウドナインで		I was on Cloud 9 when I passed I can grade 1.	I can Grade 1 に合格したとき、私は Cloud 9 にいました。	My seems to be on Cloud9 because her boyfriend is finally proposed to her.	私の彼氏はついにプロポーズされたので、Cloud9にいるようです。	Extremely happy.	とても幸せです。
dist1	Distinction I	369	once-in-a-lifetime		一生に一度の		This is a once in a lifetime opportunity, so don't let it slip.	一生に一度のチャンスですので、逃さないようにしましょう。	A trip to New York offered me a once in a lifetime experience.	ニューヨークへの旅行は私に一生に一度の経験を与えてくれました。	Very rare.	とても珍しいです。
dist1	Distinction I	370	ask for the world		世界を求めて		Does he want a Ferrari for his birthday? He's asking for the world.	彼は誕生日にフェラーリが欲しいですか?彼は世界に求めています。	Can you do it by next Friday? I don't think I'm asking for the world.	来週の金曜日までにやってもらえますか？世界に求めているわけではないと思います。	Ask for something that is very difficult to attain.	達成するのが非常に難しいことを求めてください。
dist1	Distinction I	371	under the table		テーブルの下に		Brian gave Chris some money under the table to keep the information a secret.	ブライアンは情報を秘密にするためにテーブルの下でクリスにいくらかのお金を渡しました。	Looked about some pirated DVDs under the table from that guy on the street.	通りにいるあの男から、テーブルの下にある海賊版DVDについて調べました。	in secret.	秘密で。
dist1	Distinction I	372	smooth things over		物事をスムーズに終わらせる		Let me smooth things over with the customer before you speak to them again.	もう一度お話しする前に、お客様との話をスムーズにさせてください。	The President of the United States attempted to smooth things over with key allies at the summit.	米国大統領は首脳会談で主要同盟国との物事を円滑に進めようとした。	Make things less serious and easier to deal with.	物事の深刻さを軽減し、対処しやすくします。
dist1	Distinction I	373	David and Goliath		ダビデとゴリアテ		That court case is a real Daviding Goliath situation.	この裁判はまさにダビデング・ゴリアテのような状況だ。	Tonight's football match is a David and Goliath battle.	今夜のサッカーの試合はダビデとゴリアテの戦いです。	Uneven or imbalanced.	不均一またはアンバランス。
dist1	Distinction I	374	sight for sore eyes		目が痛い		She's super cute. She's definitely a side-pressor eyes.	彼女はとてもかわいいです。彼女は間違いなくサイドプレッサー目です。	It goes without saying that this actor is extremely handsome, sight-pressor eyes.	言うまでもなく、この俳優は非常にハンサムで、視力を圧迫するような目をしています。	Person are thing that is pleasant to see.	人は見ていて楽しいものです。
dist1	Distinction I	375	tempest in a teapot		ティーポットの中の嵐		The dispute over the line court rocks initially appeared to be a tempest in the T-pot, but later became a serious issue.	ラインコートロックをめぐる論争は、当初はTポットの嵐のように見えたが、後に深刻な問題となった。	America's trade deficit problem is nothing more than a tempest in a tea pot. As trade deficit makes up only about 3% of GDP.	アメリカの貿易赤字問題は、まさに急須の中の嵐に過ぎない。貿易赤字がGDPに占める割合はわずか3％程度です。	Small event that is disproportionately exaggerated.	不釣り合いに誇張された小さな出来事。
dist1	Distinction I	376	sick		病気		The new film is sick.	新しい映画は気持ち悪い。	New Jacket is sick. Where'd you get it from?	新しいジャケットは調子が悪い。どこから入手したのですか？	Excellent.	素晴らしい。
dist1	Distinction I	377	all/s well that ends well		終わり良ければすべて良し		We can see the two goals during the match, but we still won the game. All's well that ends well.	試合中に2ゴールが見えましたが、それでも試合に勝ちました。終わり良ければすべて良し。	It was a very difficult client, but we managed to make the sale in the end. All's well that ends well.	非常に難しいクライアントでしたが、最終的にはなんとか売却することができました。終わり良ければすべて良し。	The process is irrelevant if the outcome is good.	結果が良ければ過程は関係ありません。
dist1	Distinction I	378	selective memory		選択的記憶		In my opinion, sometimes it's good to have a selective memory, but it's better to embrace failure as an opportunity to grow.	私の意見では、選択的な記憶を持つことは良いこともありますが、失敗を成長の機会として受け入れる方がよいと思います。	I think I have a selective memory, as I always only seem to remember positive comments.	私は常に肯定的なコメントだけを覚えているように見えるので、選択的な記憶を持っていると思います。	Deliberate ignorance of certain past events.	過去の特定の出来事について意図的に無視すること。
dist1	Distinction I	379	sell oneself short		自分を安売りする		You're much more attractive than you think, so you shouldn't sell yourself short.	あなたはあなたが思っているよりもずっと魅力的なので、自分を安売りしないでください。	Stop selling yourself short. You're much smarter than everyone else.	自分を安売りするのはやめましょう。あなたは他の誰よりもずっと賢いです。	Undervalue oneself.	自分自身を過小評価している。
dist1	Distinction I	380	be in for the long haul		長期戦になる		The interviewer asked me how long I think I'll be at the company for. So I told him that I'm in for the long haul.	面接官は私に、どれくらい会社に勤めると思うかを尋ねました。それで私は彼に、長期戦になると言いました。	I've just finished the first episode of the drama. It's so good I'm in for the long haul.	ドラマの第1話を終えたところです。とても良いので、長く続けられます。	Be committed for a long period of time.	長期間にわたってコミットしてください。
dist1	Distinction I	381	speaks for itself		それ自体が物語ります		Roger Federer's magnificent win-loss ratio speaks for itself.	ロジャー・フェデラーの素晴らしい勝敗率がそれを物語っています。	The quality of Tom's work speaks for itself.	トムの仕事の質はそれ自体を物語っています。	Need little or no further explanation.	これ以上の説明はほとんど、あるいはまったく必要ありません。
dist1	Distinction I	382	pump iron		ポンプアイロン		Wayne's been pumping iron every week night, so his arms are huge now.	ウェインは毎週夜に鉄分を補給しているので、腕は今では巨大です。	Pumping iron with loud music really helps me release all my stress. It feels amazing.	大音量の音楽を聴きながらアイロンをポンピングすると、ストレスがすべて解放されます。すごい感じですね。	Lift weights	ウェイトを持ち上げる
dist1	Distinction I	383	move heaven and earth		天と地を動かす		I moved heaven and earth to be able to make this dinner tonight.	今夜この夕食を作ることができるために、私は天と地を感動させました。	We can't move heaven and earth just to make one custom out of a million happy, right?	100万人のうちの1人の習慣を幸せにするためだけに天と地を動かすことはできませんよね？	Do everything possible.	できる限りのことをしてください。
dist1	Distinction I	384	throw sb a bone		SBに骨を投げる		The customers are complaining about the lack of availability of the new phone. So let's throw them a bun by giving them free headphones.	顧客は新しい電話機が入手できないことに不満を抱いています。そこで、彼らに無料のヘッドフォンを与えて、彼らにパンを投げましょう。	I wish God would throw me a bone.	神様が私に骨を投げてくれたらいいのに。	Give a little reward to appease somebody.	誰かをなだめるためには、ちょっとしたご褒美をあげましょう。
dist1	Distinction I	385	full steam ahead		全速力で前進する		The construction of the building is going full steam ahead.	建物の建設は全力で進んでいます。	The government is going full steam ahead with their tax cuts.	政府は減税を全力で進めている。	with the Atmos speed or energy.	アトモスのスピードやエネルギーで。
dist1	Distinction I	386	picture this		これをイメージしてください		Picture this, you think it's a killer selfie, but you actually have ketchup on your face. Terrible.	これを想像してみてください。これは素晴らしいセルフィーだと思いますが、実際には顔にケチャップが付いています。ひどい。	Picture this, a holiday house by the beach that we can visit whenever we like.	これを想像してみてください。いつでも好きなときに訪れることができる、ビーチ沿いの別荘です。	Visualize this	これを視覚化する
dist1	Distinction I	387	ship shape		船の形		The report is ship shape and ready to send to the client.	レポートは完成しており、クライアントに送信する準備ができています。	Tell Matt to get the house ship shape as we have guests coming over tonight.	今夜はゲストが来るので、家の船の形を整えるようにマットに伝えてください。	tidy.	きちんとした。
dist1	Distinction I	388	run riot		暴動を起こす		In the name of justice, peaceful people there ran riot.	正義の名のもとに、平和な人々が暴動を起こしました。	Wild rabbits are running right in the town.	街中を野生のウサギが走り回っています。	Behaving a violent way spread uncontrollably.	暴力的な行為が制御不能に広がりました。
dist1	Distinction I	389	kudos		称賛		Kudos to Anthony for the great Christmas present that he got me.	アンソニーが私にくれた素晴らしいクリスマスプレゼントに敬意を表します。	Q2's to Sean for his great work.	Q2はショーンの素晴らしい仕事に感謝します。	Credit.	クレジット。
dist1	Distinction I	390	stars are aligned		星が揃っている		I would expect to see a significant increase in profit this year, simply because all the stars are aligned.	すべての星が揃っているという理由だけで、今年は大幅な利益の増加が見られると予想しています。	The job interview went well for Toby because the stars were aligned.	星が揃っていたため、トビーの就職面接はうまくいきました。	Many favorable conditions are present.	有利な条件が数多く存在します。
dist1	Distinction I	391	carry a tune		曲を運ぶ		Depending on your ability to carry a tune, carry your key can be great fun or terribly embarrassing.	曲を持ち歩く能力に応じて、鍵を持ち歩くことはとても楽しいことにもなりますし、とても恥ずかしいことにもなります。	He can't really carry it, too, but he's an excellent dancer.	彼もそれをうまく運ぶことはできませんが、優れたダンサーです。	Sing well.	上手に歌ってください。
